Eviction ID,Address,City,State,Eviction Notice Source Zipcode,File Date,Non Payment,Breach,Nuisance,Illegal Use,Failure to Sign Renewal,Access Denial,Unapproved Subtenant,Owner Move In,Demolition,Capital Improvement,Substantial Rehab,Ellis Act WithDrawal,Condo Conversion,Roommate Same Unit,Other Cause,Late Payments,Lead Remediation,Development,Good Samaritan Ends,Constraints Date,Supervisor District,Neighborhoods - Analysis Boundaries,Location,Shape,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Neighborhoods,DELETE - Police Districts,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Zip Codes,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,Fix It Zones as of 2018-02-07,Neighborhoods
M160888,0 Block Of Pearl  Street,San Francisco,CA,94103,03/14/2016,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,05/07/2021,8,Mission,"(37.77022074495324, -122.42386359102069)",POINT (-122.42387 37.77022),27,1,5,20,19,2,5,8,28853,,,2,,,27
M131521,1700 Block Of 08th  Avenue,San Francisco,CA,94122,08/08/2013,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,7,Inner Sunset,"(37.75569023722915, -122.46465557166574)",POINT (-122.46465 37.75569),44,10,8,14,12,8,4,1,56,,,1,,,44
M210116,2900 Block Of 25th  Street,San Francisco,CA,94110,01/20/2021,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,9,Mission,"(37.7512288001433, -122.40850734854838)",POINT (-122.40851 37.75123),53,3,2,20,19,4,7,2,28859,,,1,,,53
M201102,400 Block Of Union  Street,San Francisco,CA,94133,07/21/2020,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,3,North Beach,"(37.80079077345243, -122.40637340750148)",POINT (-122.40637 37.80079),18,6,3,23,23,1,10,3,308,,,2,,23,106
M160586,700 Block Of Gonzalez  Drive,San Francisco,CA,94132,02/16/2016,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.71746528654667, -122.48062777506037)",POINT (-122.48063 37.717464),42,10,8,16,14,8,4,1,64,,,2,,,42
M173086,1800 Block Of 41st  Avenue,San Francisco,CA,94122,12/15/2017,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,4,Sunset/Parkside,"(37.752267414152634, -122.49997966001179)",POINT (-122.49998 37.752266),39,10,7,35,35,8,3,1,56,,,1,,,39
M160647,1300 Block Of Union  Street,San Francisco,CA,94109,02/19/2016,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Russian Hill,"(37.79886632005492, -122.42151287844555)",POINT (-122.42152 37.798866),107,4,3,32,32,9,10,13,28858,,,1,,,107
M151277,100 Block Of Campbell  Avenue,San Francisco,CA,94134,05/22/2015,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,05/15/2018,10,Visitacion Valley,"(37.71498523815342, -122.4011001024985)",POINT (-122.4011 37.714985),91,9,9,40,39,7,8,10,309,,,2,,,75
M150005,3500 Block Of Pierce  Street,San Francisco,CA,94123,01/05/2015,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,12/30/2017,2,Marina,"(37.803343355173006, -122.44006948095762)",POINT (-122.44007 37.803345),17,4,6,13,17,9,1,13,57,,,1,,,17
M131183,1500 Block Of Green  Street,San Francisco,CA,94123,06/19/2013,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Marina,"(37.79751246922772, -122.42461491775302)",POINT (-122.424614 37.797512),15,4,6,13,17,9,1,13,57,,,1,,,102
M172344,0 Block Of Robblee  Avenue,San Francisco,CA,94124,09/21/2017,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,11/19/2022,10,Bayview Hunters Point,"(37.73566560382922, -122.3991182520991)",POINT (-122.39912 37.735664),87,2,9,1,1,3,8,10,58,,,2,,,87
M151154,300 Block Of Lansdale  Avenue,San Francisco,CA,94127,05/11/2015,false,true,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,West of Twin Peaks,"(37.73629435861547, -122.45921739685147)",POINT (-122.45922 37.736294),117,9,8,41,40,7,4,9,59,,,1,,,117
M220325,0 Block Of Bayside Village  Place,San Francisco,CA,94107,03/02/2022,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,Financial District/South Beach,"(37.784875220120405, -122.38973256640512)",POINT (-122.38973 37.784874),31,1,10,8,6,2,9,6,28856,,,1,,,31
M191161,2700 Block Of Sutter  Street,San Francisco,CA,94115,05/29/2019,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,2,Presidio Heights,"(37.78452766489273, -122.44553928254415)",POINT (-122.44554 37.784527),103,8,6,31,31,6,1,15,29490,,,1,,,103
M131179,700 Block Of 38th  Avenue,San Francisco,CA,94121,07/17/2013,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,07/09/2016,1,Outer Richmond,"(37.77473327870488, -122.4983176179311)",POINT (-122.498314 37.774734),8,8,4,29,26,6,2,11,55,,,1,,,8
M170498,700 Block Of 47th  Avenue,San Francisco,CA,94121,03/08/2017,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,1,Outer Richmond,"(37.774291873881886, -122.50795628905959)",POINT (-122.50796 37.774292),8,8,4,29,26,6,2,11,55,,,1,,,8
M141101,200 Block Of 09th  Street,San Francisco,CA,94118,05/15/2014,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,1,Inner Richmond,"(37.78373543830664, -122.46769668023825)",POINT (-122.4677 37.783737),5,8,4,11,11,6,2,11,54,,,1,,,5
M121281,1100 Block Of Market  Street,San Francisco,CA,94103,08/16/2012,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,,6,South of Market,"(37.77956997369328, -122.41359142040496)",POINT (-122.41359 37.77957),32,5,10,34,34,2,9,8,28853,7,1,2,1,3,32
M171387,300 Block Of Serrano  Drive,San Francisco,CA,94132,05/25/2017,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.71906512305384, -122.48046768003915)",POINT (-122.48047 37.719067),42,10,8,16,14,8,4,1,64,,,2,,,42
M160768,500 Block Of Valencia  Street,San Francisco,CA,94110,02/29/2016,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,"(37.76410857429425, -122.42180898440034)",POINT (-122.42181 37.764107),53,3,2,20,19,4,7,8,28859,,,2,,,53
M190353,2000 Block Of California  Street,San Francisco,CA,94109,02/22/2019,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Pacific Heights,"(37.789638302632675, -122.42808286050578)",POINT (-122.428085 37.78964),102,4,11,30,27,9,11,13,28858,,,1,,,102
M200487,2000 Block Of Broadway  Street,San Francisco,CA,94123,03/16/2020,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Pacific Heights,,POINT (-122.430824 37.794796),,,,,,,,,,,,,,,102
M191078,800 Block Of Gonzalez  Drive,San Francisco,CA,94132,05/20/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.71746528654667, -122.48062777506037)",POINT (-122.48063 37.717464),42,10,8,16,14,8,4,1,64,,,2,,,42
M211571,0 Block Of Lupine  Avenue,San Francisco,CA,94118,10/21/2021,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Presidio Heights,"(37.78439965195411, -122.44836538600202)",POINT (-122.448364 37.7844),11,8,6,31,31,6,1,15,54,,,1,,,11
M131334,1700 Block Of Golden Gate  Avenue,San Francisco,CA,94115,07/17/2013,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Western Addition,"(37.77861778839273, -122.43938280566259)",POINT (-122.439384 37.778618),97,7,11,39,41,5,11,15,29490,,,1,,,97
M180013,1500 Block Of 12th  Avenue,San Francisco,CA,94122,01/04/2018,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,7,Inner Sunset,"(37.75923729008479, -122.46919708683646)",POINT (-122.4692 37.75924),109,10,8,14,12,8,4,1,56,,,1,,,109
M180882,600 Block Of Willow  Street,San Francisco,CA,94115,03/23/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Western Addition,"(37.78241913205464, -122.42830585309004)",POINT (-122.42831 37.782417),97,4,11,39,41,9,11,7,29490,,,2,,,97
M130974,3500 Block Of Divisadero  Street,San Francisco,CA,94123,05/24/2013,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Marina,"(37.80230625877591, -122.44331850125695)",POINT (-122.44332 37.802307),17,4,6,13,17,9,1,13,57,,,1,,,17
M153276,300 Block Of Ellis  Street,San Francisco,CA,94102,11/30/2015,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,5,Tenderloin,"(37.78497042324131, -122.41196096605621)",POINT (-122.411964 37.78497),20,5,10,36,36,10,9,14,28852,6,1,2,1,18,20
M161690,1100 Block Of Shrader  Street,San Francisco,CA,94117,05/17/2016,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,07/15/2021,8,Haight Ashbury,"(37.76426250903805, -122.45112767575431)",POINT (-122.451126 37.764263),114,7,11,3,9,5,11,15,29492,,,1,,,114
M191367,1900 Block Of Page  Street,San Francisco,CA,94117,06/19/2019,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,5,Haight Ashbury,"(37.77020642560539, -122.4528909404215)",POINT (-122.45289 37.770206),25,7,11,3,9,5,11,15,29492,,,1,,25,25
M151411,0 Block Of Caselli  Avenue,San Francisco,CA,94114,06/09/2015,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,,8,Castro/Upper Market,"(37.759749700762775, -122.44016494359849)",POINT (-122.44016 37.75975),115,3,5,5,3,4,5,2,28862,,,1,,,115
M140990,800 Block Of Capp  Street,San Francisco,CA,94110,05/09/2014,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,05/01/2017,9,Mission,"(37.75310401634676, -122.417431859216)",POINT (-122.417435 37.753105),53,3,2,20,19,4,7,2,28859,,,2,,,53
M200982,500 Block Of 08th  Avenue,San Francisco,CA,94118,07/08/2020,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,1,Inner Richmond,"(37.778065190352415, -122.4662208861145)",POINT (-122.466225 37.778065),5,8,4,11,11,6,2,11,54,,,1,,,5
M132263,600 Block Of San Jose  Avenue,San Francisco,CA,94110,11/05/2013,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Bernal Heights,"(37.74474550557943, -122.42230919008945)",POINT (-122.42231 37.744747),83,9,5,2,2,7,5,2,28859,,,1,,,83
M171945,1000 Block Of Dolores  Street,San Francisco,CA,94110,08/03/2017,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,,8,Noe Valley,"(37.75263960759171, -122.42515674246286)",POINT (-122.425156 37.75264),52,3,5,22,22,4,5,2,28859,,,1,,,52
M183444,400 Block Of Vidal  Drive,San Francisco,CA,94132,12/24/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.716714019105574, -122.48478445457852)",POINT (-122.48479 37.716713),42,10,8,16,14,8,4,1,64,,,2,,,42
M160428,300 Block Of Arballo  Drive,San Francisco,CA,94132,02/05/2016,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.7201216986585, -122.48303711665423)",POINT (-122.48304 37.720123),42,10,8,16,14,8,4,1,64,,,2,,,42
M191290,0 Block Of Cuvier  Street,San Francisco,CA,94112,06/11/2019,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,08/06/2024,8,Outer Mission,"(37.73404935605465, -122.4286516083905)",POINT (-122.42865 37.73405),93,9,5,28,25,7,5,2,28861,,,1,,,93
M201367,700 Block Of 21st  Avenue,San Francisco,CA,94121,09/28/2020,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,1,Outer Richmond,"(37.773698963461186, -122.47997229663792)",POINT (-122.47997 37.7737),8,8,4,29,26,6,2,11,55,,,1,,,8
M141757,100 Block Of Haight  Street,San Francisco,CA,94102,08/13/2014,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,08/12/2017,5,Hayes Valley,"(37.77284585499776, -122.42463521955479)",POINT (-122.42464 37.772846),27,4,11,9,10,9,11,7,28852,,,1,,,26
M192866,1800 Block Of Clay  Street,San Francisco,CA,94109,10/28/2019,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Pacific Heights,"(37.79207000906617, -122.42351734214608)",POINT (-122.423515 37.79207),102,4,6,30,27,9,1,13,28858,,,1,,,102
M201623,1200 Block Of 19th  Street,San Francisco,CA,94107,11/13/2020,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Potrero Hill,"(37.76138759837509, -122.39495584132098)",POINT (-122.39496 37.761387),54,2,9,26,29,3,8,10,28856,,,1,,,54
M140727,3400 Block Of 25th  Street,San Francisco,CA,94110,04/09/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,"(37.75055650742606, -122.41966667312566)",POINT (-122.41967 37.750557),53,3,2,20,19,4,7,2,28859,,,2,,,53
M140971,600 Block Of Natoma  Street,San Francisco,CA,94103,04/28/2014,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,6,South of Market,"(37.77753863918664, -122.41104811087241)",POINT (-122.41105 37.77754),32,1,10,34,34,2,9,8,28853,,1,2,1,6,32
M121664,800 Block Of Filbert  Street,San Francisco,CA,94133,08/31/2012,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Russian Hill,"(37.80086163316948, -122.4134811665221)",POINT (-122.41348 37.80086),107,6,3,32,32,1,10,3,308,,,1,,,107
M163132,1800 Block Of Powell  Street,San Francisco,CA,94133,10/04/2016,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,North Beach,"(37.801635237552944, -122.41111055494883)",POINT (-122.41111 37.801636),106,6,3,23,23,1,10,3,308,,,1,,23,106
M130091,200 Block Of Green  Street,San Francisco,CA,94133,01/16/2013,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,North Beach,"(37.80013545008176, -122.40397666964809)",POINT (-122.40398 37.800137),18,6,3,23,23,1,10,3,308,,,1,,,18
M111978,0 Block Of 28th  Street,San Francisco,CA,94105,12/02/2011,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,8,Noe Valley,,POINT (-122.42339 37.745514),,,,,,,,,,,,,,,84
M120035,0 Block Of Ney  Street,San Francisco,CA,94112,02/09/2012,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,02/01/2015,11,Excelsior,"(37.7299759950133, -122.42921946085823)",POINT (-122.42922 37.729977),94,9,1,7,5,7,6,9,28861,,,2,,,94
M181835,100 Block Of Steiner  Street,San Francisco,CA,94117,06/12/2018,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,08/10/2023,5,Hayes Valley,"(37.770267909629155, -122.43176397334183)",POINT (-122.43176 37.770267),28,7,11,9,10,9,11,15,29492,,,1,,,28
M152142,700 Block Of Union  Street,San Francisco,CA,94133,08/14/2015,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,3,Chinatown,"(37.80018917427122, -122.41122957918498)",POINT (-122.41123 37.80019),107,6,3,6,4,1,10,3,308,,,2,,,107
M130573,400 Block Of Fell  Street,San Francisco,CA,94102,04/03/2013,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,5,Hayes Valley,"(37.77563925641245, -122.42519749036856)",POINT (-122.42519 37.77564),22,4,11,9,10,9,11,7,28852,,,1,,,22
M171607,4100 Block Of Cabrillo  Street,San Francisco,CA,94121,06/20/2017,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,1,Outer Richmond,"(37.77357892518551, -122.50307190102345)",POINT (-122.503075 37.77358),8,8,4,29,26,6,2,11,55,,,1,,,8
M170060,2700 Block Of Pine  Street,San Francisco,CA,94115,01/12/2017,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,03/12/2022,2,Pacific Heights,"(37.787006396214394, -122.44108278857595)",POINT (-122.441086 37.787006),103,8,6,30,27,6,1,13,29490,,,1,,,103
M120212,1800 Block Of Page  Street,San Francisco,CA,94117,02/15/2012,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,,5,Haight Ashbury,"(37.77041603760715, -122.45123136326967)",POINT (-122.45123 37.770416),25,7,11,3,9,5,11,15,29492,,,1,,25,25
M171835,1300 Block Of Stockton  Street,San Francisco,CA,94133,07/25/2017,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Chinatown,"(37.79809944183524, -122.40871348724713)",POINT (-122.408714 37.7981),106,6,3,6,4,1,10,3,308,,,2,,,106
M140799,2200 Block Of Divisadero  Street,San Francisco,CA,94115,04/10/2014,false,true,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Pacific Heights,"(37.79031387857818, -122.44089497535677)",POINT (-122.440895 37.790314),102,4,6,30,27,6,1,13,29490,,,1,,,102
M150345,3500 Block Of Market  Street,San Francisco,CA,94131,02/25/2015,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,02/25/2018,8,Twin Peaks,"(37.75659354515758, -122.44154309432086)",POINT (-122.44154 37.75659),115,3,5,38,38,4,5,2,28862,,,1,,,115
M142642,800 Block Of Ofarrell  Street,San Francisco,CA,94109,12/03/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Tenderloin,"(37.785063739731555, -122.41872463435661)",POINT (-122.418724 37.785065),20,5,10,36,36,9,9,7,28858,,1,2,1,,20
M182345,2200 Block Of Sacramento  Street,San Francisco,CA,94115,08/03/2018,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,2,Pacific Heights,"(37.79035578368587, -122.4299145474282)",POINT (-122.42992 37.790356),102,4,6,30,27,9,1,13,29490,,,1,,,102
M181127,200 Block Of 07th  Avenue,San Francisco,CA,94118,04/05/2018,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,05/25/2023,1,Inner Richmond,"(37.78387175694883, -122.46556234943861)",POINT (-122.46556 37.78387),5,8,4,11,11,6,2,11,54,,,1,,,5
M142575,300 Block Of Union  Street,San Francisco,CA,94133,11/21/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,North Beach,"(37.80098565323301, -122.4048348547501)",POINT (-122.40484 37.800987),18,6,3,23,23,1,10,3,308,,,1,,,18
M120116,600 Block Of Bush  Street,San Francisco,CA,94108,01/25/2012,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Nob Hill,"(37.79029862160254, -122.40768471833039)",POINT (-122.407684 37.7903),16,6,3,21,21,1,10,5,28857,5,,1,,,16
M163364,0 Block Of Godeus  Street,San Francisco,CA,94110,10/24/2016,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,9,Bernal Heights,"(37.74259666849379, -122.42112819427253)",POINT (-122.42113 37.742596),83,9,2,2,2,7,7,2,28859,,,1,,,83
M120857,200 Block Of Buchanan  Street,San Francisco,CA,94102,06/07/2012,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Hayes Valley,"(37.77229189540087, -122.42711124940111)",POINT (-122.42711 37.772293),27,4,11,9,10,9,11,7,28852,,,1,,,27
M201581,1000 Block Of Bush  Street,San Francisco,CA,94109,11/10/2020,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Nob Hill,"(37.789424585381944, -122.41455015776054)",POINT (-122.41455 37.789425),50,6,3,21,21,1,10,5,28858,,,2,,,50
M150486,900 Block Of South Van Ness  Avenue,San Francisco,CA,94110,02/27/2015,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,9,Mission,"(37.75796543636486, -122.41679603759731)",POINT (-122.416794 37.757965),53,3,2,20,19,4,7,2,28859,,,2,,15,53
M160414,700 Block Of Gonzalez  Drive,San Francisco,CA,94132,02/05/2016,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.71746528654667, -122.48062777506037)",POINT (-122.48063 37.717464),42,10,8,16,14,8,4,1,64,,,2,,,42
M200294,0 Block Of 06th  Street,San Francisco,CA,94103,02/20/2020,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,6,South of Market,"(37.78199245134779, -122.40999264392909)",POINT (-122.409996 37.781994),32,5,10,34,34,2,9,14,28853,7,1,2,1,18,32
M180551,300 Block Of Serrano  Drive,San Francisco,CA,94132,02/27/2018,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.71906512305384, -122.48046768003915)",POINT (-122.48047 37.719067),42,10,8,16,14,8,4,1,64,,,2,,,42
M182017,2000 Block Of Mission  Street,San Francisco,CA,94109,07/03/2018,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,9,Mission,,POINT (-122.4196 37.764244),,,,,,,,,,,,,,,53
M121088,1800 Block Of 48th  Avenue,San Francisco,CA,94122,07/13/2012,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,,4,Sunset/Parkside,"(37.75193637132029, -122.50748100440408)",POINT (-122.507484 37.751938),39,10,7,35,35,8,3,1,56,,,1,,,39
M151852,500 Block Of Dewey  Boulevard,San Francisco,CA,94116,07/20/2015,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,,7,West of Twin Peaks,"(37.74465946039468, -122.46253355973198)",POINT (-122.46253 37.74466),45,10,8,41,40,8,4,1,59,,,1,,,49
M120741,2000 Block Of 42nd  Avenue,San Francisco,CA,94116,05/18/2012,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,05/02/2015,4,Sunset/Parkside,"(37.74849105946936, -122.50079183072043)",POINT (-122.50079 37.74849),39,10,7,35,35,8,3,1,29491,,,1,,,39
M210425,400 Block Of Eddy  Street,San Francisco,CA,94102,03/25/2021,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Tenderloin,,POINT (-122.41508 37.783627),,,,,,,,,,,,,,,20
M191890,0 Block Of Levant  Street,San Francisco,CA,94114,08/02/2019,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,8,Castro/Upper Market,"(37.764237482238116, -122.4421942978419)",POINT (-122.44219 37.764236),113,7,5,5,3,5,5,15,28862,,,1,,,113
M172433,400 Block Of 08th  Avenue,San Francisco,CA,94118,09/28/2017,false,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,1,Inner Richmond,"(37.77995926037859, -122.46635749965154)",POINT (-122.466354 37.77996),5,8,4,11,11,6,2,11,54,,,1,,,5
M142500,2400 Block Of Chestnut  Street,San Francisco,CA,94123,11/07/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Marina,"(37.79987172931848, -122.443681041981)",POINT (-122.44368 37.799873),17,4,6,13,17,9,1,13,57,,,1,,,17
M130538,700 Block Of California  Street,San Francisco,CA,94108,03/26/2013,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Chinatown,"(37.79230171226275, -122.40711859407996)",POINT (-122.40712 37.7923),104,6,3,6,4,1,10,3,28857,,,2,,,104
M211712,1100 Block Of Bush  Street,San Francisco,CA,94109,11/16/2021,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,3,Nob Hill,"(37.7892150140576, -122.41619440207148)",POINT (-122.41619 37.789215),50,6,3,21,21,1,10,13,28858,,,2,,,50
M182466,200 Block Of Head  Street,San Francisco,CA,94132,08/23/2018,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Oceanview/Merced/Ingleside,"(37.71106039719158, -122.46436620583133)",POINT (-122.46436 37.71106),65,10,8,24,24,8,4,9,64,,,2,,,65
M161879,300 Block Of Eddy  Street,San Francisco,CA,94102,05/27/2016,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,,5,Tenderloin,"(37.783784279295574, -122.41376459126121)",POINT (-122.413765 37.783783),20,5,10,36,36,10,9,7,28852,6,1,2,1,18,20
M142191,300 Block Of Turk  Street,San Francisco,CA,94102,10/01/2014,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Tenderloin,"(37.78268974159542, -122.4148738201106)",POINT (-122.41487 37.78269),20,5,10,36,36,10,9,7,28852,6,1,2,1,18,20
M151849,2500 Block Of Octavia  Street,San Francisco,CA,94123,07/20/2015,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,2,Pacific Heights,"(37.79558425097612, -122.42844114915953)",POINT (-122.428444 37.795586),102,4,6,30,27,9,1,13,28858,,,1,,,102
M140754,200 Block Of Dorland  Street,San Francisco,CA,94114,04/23/2014,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,false,false,false,false,04/15/2017,8,Castro/Upper Market,"(37.76208429244262, -122.42954675806112)",POINT (-122.42955 37.762085),37,3,5,5,3,4,5,8,28862,,,1,,1,37
M142279,1800 Block Of Alabama  Street,San Francisco,CA,94110,10/14/2014,false,false,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,,9,Bernal Heights,"(37.74403689634161, -122.41036318737841)",POINT (-122.41036 37.744038),83,9,2,2,2,7,7,2,28859,,,1,,,60
M200529,400 Block Of Fell  Street,San Francisco,CA,94102,04/06/2020,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Hayes Valley,"(37.77563925641245, -122.42519749036856)",POINT (-122.42519 37.77564),22,4,11,9,10,9,11,7,28852,,,1,,,22
M210982,800 Block Of Fell  Street,San Francisco,CA,94117,07/15/2021,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,5,Hayes Valley,"(37.77479774843489, -122.43183008289958)",POINT (-122.43183 37.7748),,4,11,9,10,9,11,15,29492,,,1,,,23
M132418,1700 Block Of La Salle  Avenue,San Francisco,CA,94124,12/09/2013,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,10,Bayview Hunters Point,"(37.738072208849225, -122.3914570260983)",POINT (-122.39146 37.73807),86,2,9,1,1,3,8,10,58,,,2,,,86
M200978,400 Block Of Madrid  Street,San Francisco,CA,94112,07/01/2020,false,false,false,false,false,false,false,false,false,false,false,true,false,false,false,false,false,false,false,,11,Excelsior,"(37.722393007316015, -122.43221956220114)",POINT (-122.43222 37.722393),90,9,1,7,5,7,6,9,28861,,,2,,,90
M192141,100 Block Of Font  Boulevard,San Francisco,CA,94132,08/28/2019,false,true,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,,7,Lakeshore,"(37.71550144751338, -122.47367196490889)",POINT (-122.47367 37.7155),42,10,8,16,14,8,4,1,64,,,2,,,42
